text,business_line,sentiment,section,processed,paragraph_id,paragraph,segment
"Microsoft Cloud revenue was $40.9 billion and grew 
21%.",Server products and cloud services,positive,main,True,136,"Microsoft Cloud revenue was $40.9 billion and grew 
21%.",Intelligent Cloud
"Microsoft Cloud gross margin percentage was 70%, in line with expectations, and decreased 
two points year over year, driven by scaling our AI infrastructure.",Server products and cloud services,neutral,main,True,137,"Microsoft Cloud gross margin percentage was 70%, in line with expectations, and decreased 
two point...",Intelligent Cloud
"Company gross margin 
percentage increased slightly year over year to 69%, primarily driven by sales mix shift to 
higher-margin businesses as well as improvement in gaming and search, partially offset by the 
impact of scaling our AI infrastructure.",Gaming,positive,main,True,138,"Company gross margin 
percentage increased slightly year over year to 69%, primarily driven by sales...",More Personal Computing
"Operating expenses increased 5%, lower than expected, 
and operating margins increased two points year over year to 45%.",Gaming,positive,main,True,139,"Operating expenses increased 5%, lower than expected, 
and operating margins increased two points ye...",More Personal Computing
"The better-than-expected 
margin expansion was driven by delivering efficiencies across our businesses as we invest to 
scale AI infrastructure and build AI applications.",Gaming,positive,main,True,140,"The better-than-expected 
margin expansion was driven by delivering efficiencies across our business...",More Personal Computing
"At a total company level, head count at the end of December was 2% higher than a year ago 
and was relatively unchanged from last quarter.",Gaming,neutral,main,True,141,"At a total company level, head count at the end of December was 2% higher than a year ago 
and was r...",More Personal Computing
"Now, to our segment results.",Gaming,neutral,main,True,142,"Now, to our segment results.",More Personal Computing
"Revenue from 
Productivity and Business Processes was $29.4 billion and grew 14% and 13% in constant 
currency, even with the unfavorable FX impact noted earlier.",Gaming,positive,main,True,143,"Revenue from 
Productivity and Business Processes was $29.4 billion and grew 14% and 13% in constant...",More Personal Computing
"Results were ahead of 
expectations driven by Microsoft 365 Commercial.",Gaming,positive,main,True,144,"Results were ahead of 
expectations driven by Microsoft 365 Commercial.",More Personal Computing
"Microsoft 365 Commercial Cloud revenue increased 16% and 15% in constant currency, slightly 
ahead of expectations due to better-than-expected performance in E5 and Microsoft 365 
Copilot.",Gaming,positive,main,True,145,"Microsoft 365 Commercial Cloud revenue increased 16% and 15% in constant currency, slightly 
ahead o...",More Personal Computing
"With M365 Copilot, we continue to see growth in adoption, expansion, and usage.",Gaming,positive,main,True,146,"With M365 Copilot, we continue to see growth in adoption, expansion, and usage.",More Personal Computing
ARPU growth was again driven by E5 and M365 Copilot.,Gaming,positive,main,True,147,ARPU growth was again driven by E5 and M365 Copilot.,More Personal Computing
"Paid M365 commercial seats grew 7% 
year over year, with installed base expansion across all customer segments, though primarily in 
our small and medium business and frontline worker offerings.",Gaming,positive,main,True,148,"Paid M365 commercial seats grew 7% 
year over year, with installed base expansion across all custome...",More Personal Computing
"M365 commercial products revenue increased 13%, significantly ahead of expectations, driven 
by higher-than-expected transactional purchasing with the launch of Office 2024 as well as the 
Windows commercial on-premises components from the better-than-expected performance of 
M365 suites noted earlier.",Office Commercial,positive,main,True,149,"M365 commercial products revenue increased 13%, significantly ahead of expectations, driven 
by high...",Productivity and Business Processes
"M365 consumer cloud revenue increased 8%, slightly ahead of 
expectations.",Office Commercial,positive,main,True,150,"M365 consumer cloud revenue increased 8%, slightly ahead of 
expectations.",Productivity and Business Processes
"We saw continued momentum in M365 consumer subscriptions, which grew 10% 
to $86.3 million, with mix shift to M365 basic.",Office Commercial,positive,main,True,151,"We saw continued momentum in M365 consumer subscriptions, which grew 10% 
to $86.3 million, with mix...",Productivity and Business Processes
"LinkedIn revenue increased 9% with continued 
growth across all lines of business.",Office Commercial,positive,main,True,152,"LinkedIn revenue increased 9% with continued 
growth across all lines of business.",Productivity and Business Processes
"In our Talent Solutions business, results were slightly below expectations, driven by continued 
weakness in the hiring market in key verticals.",Office Commercial,negative,main,True,153,"In our Talent Solutions business, results were slightly below expectations, driven by continued 
wea...",Productivity and Business Processes
"Dynamics 365 revenue increased 19% and 18% 
in constant currency, slightly ahead of expectations with growth across all workloads.",Office Commercial,positive,main,True,154,"Dynamics 365 revenue increased 19% and 18% 
in constant currency, slightly ahead of expectations wit...",Productivity and Business Processes
"Segment 
gross margin dollars increased 13% and 12% in constant currency, and gross margin 
percentage decreased slightly year over year, driven by scaling our AI infrastructure.",Office Commercial,neutral,main,True,155,"Segment 
gross margin dollars increased 13% and 12% in constant currency, and gross margin 
percenta...",Productivity and Business Processes
"Operating 
expenses increased 6% and operating income increased 16% and 15% in constant currency.",Office Commercial,positive,main,True,156,"Operating 
expenses increased 6% and operating income increased 16% and 15% in constant currency.",Productivity and Business Processes
"Next, the Intelligent Cloud segment.",Office Commercial,neutral,main,True,157,"Next, the Intelligent Cloud segment.",Productivity and Business Processes
"Revenue was $25.5 billion and grew 19% with more 
unfavorable FX impact than expected.",Office Commercial,positive,main,True,158,"Revenue was $25.5 billion and grew 19% with more 
unfavorable FX impact than expected.",Productivity and Business Processes
"Excluding the unfavorable FX impact, results in Azure 
non-AI services, on-prem server, and enterprise and partner services were slightly lower than 
expected, partially offset by better-than-expected results in Azure AI services.",Server products and cloud services,neutral,main,True,159,"Excluding the unfavorable FX impact, results in Azure 
non-AI services, on-prem server, and enterpri...",Intelligent Cloud
"Azure other cloud 
services revenue grew 31%.",Server products and cloud services,positive,main,True,160,"Azure other cloud 
services revenue grew 31%.",Intelligent Cloud
"Azure growth included 13 points from AI services, which grew 157% year over year, and was 
ahead of expectations even as demand continued to be higher than our available capacity.",Server products and cloud services,positive,main,True,161,"Azure growth included 13 points from AI services, which grew 157% year over year, and was 
ahead of ...",Intelligent Cloud
"Growth in our non-AI services was slightly lower than expected due to go-to-market execution 
challenges, particularly with our customers that we primarily reach through our scale motions as 
we balance driving near-term non-AI consumption with AI growth.",Gaming,negative,main,True,162,"Growth in our non-AI services was slightly lower than expected due to go-to-market execution 
challe...",More Personal Computing
"In our on-premises server 
business, revenue decreased 3%, slightly below expectations, driven by slower-than-expected 
purchasing around Windows Server 2025 launch.",Server products and cloud services,negative,main,True,163,"In our on-premises server 
business, revenue decreased 3%, slightly below expectations, driven by sl...",Intelligent Cloud
"Enterprise and Partner Services revenue 
decreased 1%, below expectations, with lower-than-expected performance across Enterprise 
Support Services and Industry Solutions.",Other,negative,main,True,164,"Enterprise and Partner Services revenue 
decreased 1%, below expectations, with lower-than-expected ...",Other
"Segment gross margin dollars increased 12% and 13% in constant currency, and gross margin 
percentage decreased four points year over year, driven by scaling our AI infrastructure.",Other,neutral,main,True,165,"Segment gross margin dollars increased 12% and 13% in constant currency, and gross margin 
percentag...",Other
Operating expenses increased 10% and operating income grew 14%.,Other,positive,main,True,166,Operating expenses increased 10% and operating income grew 14%.,Other
"Now, to More Personal 
Computing.",Other,neutral,main,True,167,"Now, to More Personal 
Computing.",Other
"Revenue was $14.7 billion, relatively unchanged year over year, with 
better-than-expected results driven primarily by Windows OEM prebuilds, usage from a 
third-party partnership in search as well as Call of Duty launch performance in gaming.",Windows,positive,main,True,168,"Revenue was $14.7 billion, relatively unchanged year over year, with 
better-than-expected results d...",More Personal Computing
"Windows OEM and devices revenue increased 4% year over year, ahead of expectations, 
driven by commercial inventory builds in advance of Windows 10 end support as well as 
uncertainty around tariffs.",Windows,positive,main,True,169,"Windows OEM and devices revenue increased 4% year over year, ahead of expectations, 
driven by comme...",More Personal Computing
"Search and news advertising revenue ex-TAC increased 21% and 
20% in constant currency, ahead of expectations, driven by usage from a third-party partnership.",Gaming,positive,main,True,170,"Search and news advertising revenue ex-TAC increased 21% and 
20% in constant currency, ahead of exp...",More Personal Computing
"Growth continues to be driven by rate expansion and healthy volume growth in both Edge and 
Bing.",Other,positive,main,True,171,"Growth continues to be driven by rate expansion and healthy volume growth in both Edge and 
Bing.",Other
"And in gaming, revenue decreased 7% and 8% in constant currency as content and 
services growth continued to be offset by hardware declines.",Gaming,negative,main,True,172,"And in gaming, revenue decreased 7% and 8% in constant currency as content and 
services growth cont...",More Personal Computing
"Xbox content and services revenue increased 2%, ahead of expectations, driven by 
stronger-than-expected performance in Blizzard and Activision content, including Call of Duty.",Gaming,positive,main,True,173,"Xbox content and services revenue increased 2%, ahead of expectations, driven by 
stronger-than-expe...",More Personal Computing
Segment gross margin dollars increased 13% and 12% in constant currency.,Gaming,positive,main,True,174,Segment gross margin dollars increased 13% and 12% in constant currency.,More Personal Computing
"Gross margin 
percentage increased six points year over year, driven by sales mix shift to higher-margin 
businesses as well as strong execution on margin improvement in gaming and search.",Gaming,positive,main,True,175,"Gross margin 
percentage increased six points year over year, driven by sales mix shift to higher-ma...",More Personal Computing
Operating expenses decreased 1%.,Gaming,neutral,main,True,176,Operating expenses decreased 1%.,More Personal Computing
"Operating income increased 32% and 30% in constant currency, driven by continued 
prioritization of higher-margin opportunities.",Gaming,positive,main,True,177,"Operating income increased 32% and 30% in constant currency, driven by continued 
prioritization of ...",More Personal Computing
"Now, back to total company results.",Gaming,neutral,main,True,178,"Now, back to total company results.",More Personal Computing
"Capital 
expenditures, including finance leases, were $22.6 billion, in line with expectations, and cash 
paid for PP&E was $15.8 billion.",Gaming,neutral,main,True,179,"Capital 
expenditures, including finance leases, were $22.6 billion, in line with expectations, and ...",More Personal Computing
"More than half of our cloud and AI-related spend was on 
long-lived assets that will support monetization over the next 15 years and beyond.",Gaming,positive,main,True,180,"More than half of our cloud and AI-related spend was on 
long-lived assets that will support monetiz...",More Personal Computing
"The remaining cloud and AI spend was primarily for servers, both CPUs and GPUs, to serve 
customers based on demand signals, including our customer-contracted backlog.",Gaming,neutral,main,True,181,"The remaining cloud and AI spend was primarily for servers, both CPUs and GPUs, to serve 
customers ...",More Personal Computing
"Cash flow 
from operations was $22.3 billion, up 18%, driven by strong cloud billings and collections, 
partially offset by higher supplier, employee, and tax payments.",Gaming,positive,main,True,182,"Cash flow 
from operations was $22.3 billion, up 18%, driven by strong cloud billings and collection...",More Personal Computing
"Free cash flow was $6.5 billion, 
down 29% year over year, reflecting the capital expenditures noted earlier.",Gaming,negative,main,True,183,"Free cash flow was $6.5 billion, 
down 29% year over year, reflecting the capital expenditures noted...",More Personal Computing
"This quarter, other 
income and expense was negative $2.3 billion, lower than our October guidance due to the 
impairment charge from our Cruise investment.",Gaming,negative,main,True,184,"This quarter, other 
income and expense was negative $2.3 billion, lower than our October guidance d...",More Personal Computing
Our effective tax rate came in slightly lower than anticipated at 18%.,Gaming,positive,main,True,185,Our effective tax rate came in slightly lower than anticipated at 18%.,More Personal Computing
"And finally, we returned 
$9.7 billion to shareholders through dividends and share repurchases.",Gaming,positive,main,True,186,"And finally, we returned 
$9.7 billion to shareholders through dividends and share repurchases.",More Personal Computing
"Now, moving to our Q3 
outlook, which unless specifically noted otherwise, is on a U.S. dollar basis.",Gaming,neutral,main,True,187,"Now, moving to our Q3 
outlook, which unless specifically noted otherwise, is on a U.S. dollar basis...",More Personal Computing
"First, FX.",Gaming,neutral,main,True,188,"First, FX.",More Personal Computing
"With the strengthening of the U.S. dollar since October, we now expect FX to 
decrease total revenue growth by two points.",Gaming,negative,main,True,189,"With the strengthening of the U.S. dollar since October, we now expect FX to 
decrease total revenue...",More Personal Computing
"Within the segments, we expect FX to decrease 
revenue growth by two points in Productivity and Business Processes and Intelligent Cloud and 
roughly one point in More Personal Computing.",Gaming,negative,main,True,190,"Within the segments, we expect FX to decrease 
revenue growth by two points in Productivity and Busi...",More Personal Computing
"When compared to our October guidance assumptions on Q3 FX impact, this is a decrease to 
total revenue of roughly $1 billion.",Gaming,negative,main,True,191,"When compared to our October guidance assumptions on Q3 FX impact, this is a decrease to 
total reve...",More Personal Computing
"We expect FX to decrease COGS growth by approximately 
two points and operating expense growth by approximately one point.",Gaming,negative,main,True,192,"We expect FX to decrease COGS growth by approximately 
two points and operating expense growth by ap...",More Personal Computing
"Our outlook has many of 
the trends we saw in Q2 continue through Q3.",Gaming,neutral,main,True,193,"Our outlook has many of 
the trends we saw in Q2 continue through Q3.",More Personal Computing
"Demand for our differentiated cloud and AI 
offerings across the Microsoft Cloud should drive another quarter of strong growth.",Gaming,positive,main,True,194,"Demand for our differentiated cloud and AI 
offerings across the Microsoft Cloud should drive anothe...",More Personal Computing
"In commercial bookings, with a relatively flat expiry base and a strong prior year comparable in 
terms of large Azure contracts, we expect growth to be roughly flat year over year.",Server products and cloud services,neutral,main,True,195,"In commercial bookings, with a relatively flat expiry base and a strong prior year comparable in 
te...",Intelligent Cloud
"We expect 
consistent execution across our core annuity sales motions and continued long-term 
commitments to our platform.",Server products and cloud services,positive,main,True,196,"We expect 
consistent execution across our core annuity sales motions and continued long-term 
commi...",Intelligent Cloud
"As a reminder, larger long-term Azure contracts, which are more 
unpredictable in their timing, can drive increased quarterly volatility in our bookings growth rate.",Server products and cloud services,neutral,main,True,197,"As a reminder, larger long-term Azure contracts, which are more 
unpredictable in their timing, can ...",Intelligent Cloud
"Microsoft Cloud gross margin percentage should be roughly 69%, down year over year, driven 
by the impact of scaling our AI infrastructure.",Server products and cloud services,negative,main,True,198,"Microsoft Cloud gross margin percentage should be roughly 69%, down year over year, driven 
by the i...",Intelligent Cloud
"Next, to segment guidance.",Server products and cloud services,neutral,main,True,199,"Next, to segment guidance.",Intelligent Cloud
"In Productivity and Business Processes, we expect revenue to grow 
between 11% and 12% in constant currency, or USD 29.4 billion to USD 29.7 billion.",Server products and cloud services,positive,main,True,200,"In Productivity and Business Processes, we expect revenue to grow 
between 11% and 12% in constant c...",Intelligent Cloud
"Microsoft 
365 commercial cloud revenue growth should be between 14% and 15% in constant currency, 
relatively stable compared to our better-than-expected Q2 results.",Server products and cloud services,neutral,main,True,201,"Microsoft 
365 commercial cloud revenue growth should be between 14% and 15% in constant currency, 
...",Intelligent Cloud
"We expect continued ARPU 
growth through E5 and M365 Copilot, and we again expect some seat growth moderation given 
the size of the installed base.",Server products and cloud services,neutral,main,True,202,"We expect continued ARPU 
growth through E5 and M365 Copilot, and we again expect some seat growth m...",Intelligent Cloud
"For M365 commercial products, we expect revenue to be relatively unchanged year over year.",Server products and cloud services,neutral,main,True,203,"For M365 commercial products, we expect revenue to be relatively unchanged year over year.",Intelligent Cloud
"As a reminder, M365 commercial products include Windows commercial on-premises 
components of M365 suites.",Windows,neutral,main,True,204,"As a reminder, M365 commercial products include Windows commercial on-premises 
components of M365 s...",More Personal Computing
"So, our quarterly revenue growth can have variability primarily from 
in-period revenue recognition depending on the mix of contracts.",Windows,neutral,main,True,205,"So, our quarterly revenue growth can have variability primarily from 
in-period revenue recognition ...",More Personal Computing
"M365 consumer cloud revenue 
growth should be in the mid- to high single digits, driven by M365 subscriptions.",Windows,positive,main,True,206,"M365 consumer cloud revenue 
growth should be in the mid- to high single digits, driven by M365 subs...",More Personal Computing
"For LinkedIn, we expect revenue growth in the low to mid-single digits.",Office Commercial,positive,main,True,207,"For LinkedIn, we expect revenue growth in the low to mid-single digits.",Productivity and Business Processes
"Although we expect 
growth across all businesses, the Q2 trends in Talent Solutions should continue in Q3 as a 
headwind to growth.",Office Commercial,neutral,main,True,208,"Although we expect 
growth across all businesses, the Q2 trends in Talent Solutions should continue ...",Productivity and Business Processes
"And in Dynamics 365, we expect revenue growth to be in the mid-teens 
driven by continued growth across all workloads.",Office Commercial,positive,main,True,209,"And in Dynamics 365, we expect revenue growth to be in the mid-teens 
driven by continued growth acr...",Productivity and Business Processes
"For Intelligent Cloud, we expect revenue to 
grow between 19% and 20% in constant currency, or USD 25.9 billion to USD 26.2 billion.",Office Commercial,positive,main,True,210,"For Intelligent Cloud, we expect revenue to 
grow between 19% and 20% in constant currency, or USD 2...",Productivity and Business Processes
"Revenue will continue to be driven by Azure, which, as a reminder, can have quarterly variability 
primarily from in-period revenue recognition depending on the mix of contracts.",Server products and cloud services,neutral,main,True,211,"Revenue will continue to be driven by Azure, which, as a reminder, can have quarterly variability 
p...",Intelligent Cloud
"In Azure, we 
expect Q3 revenue growth to be between 31% and 32% in constant currency driven by strong 
demand for our portfolio of services.",Server products and cloud services,positive,main,True,212,"In Azure, we 
expect Q3 revenue growth to be between 31% and 32% in constant currency driven by stro...",Intelligent Cloud
"As we shared in October, the contribution from our AI 
services will grow from increased AI capacity coming online.",Gaming,positive,main,True,213,"As we shared in October, the contribution from our AI 
services will grow from increased AI capacity...",More Personal Computing
"In non-AI services, healthy growth 
continues, although we expect ongoing impact through H2 as we work to address the execution 
challenges noted earlier.",Gaming,neutral,main,True,214,"In non-AI services, healthy growth 
continues, although we expect ongoing impact through H2 as we wo...",More Personal Computing
"And while we expect to be AI capacity-constrained in Q3, by the end of FY '25, we should be 
roughly in line with near-term demand given our significant capital investments.",Gaming,neutral,main,True,215,"And while we expect to be AI capacity-constrained in Q3, by the end of FY '25, we should be 
roughly...",More Personal Computing
"In our 
on-premises server business, we expect revenue to decline in the mid-single digits, driven by a 
decrease in transactional purchasing.",Gaming,negative,main,True,216,"In our 
on-premises server business, we expect revenue to decline in the mid-single digits, driven b...",More Personal Computing
"And in Enterprise and Partner Services, we expect 
revenue growth to be in the low to mid-single digits.",Gaming,positive,main,True,217,"And in Enterprise and Partner Services, we expect 
revenue growth to be in the low to mid-single dig...",More Personal Computing
"In More Personal Computing, we expect 
revenue to be USD 12.4 billion to USD 12.8 billion with continued prioritization of higher-margin 
opportunities.",Gaming,positive,main,True,218,"In More Personal Computing, we expect 
revenue to be USD 12.4 billion to USD 12.8 billion with conti...",More Personal Computing
Windows OEM and devices revenue should decline in the low to mid-single digits.,Windows,negative,main,True,219,Windows OEM and devices revenue should decline in the low to mid-single digits.,More Personal Computing
"We expect 
revenue from Windows OEM to be relatively flat year over year as our outlook assumes 
inventory levels will normalize.",Windows,neutral,main,True,220,"We expect 
revenue from Windows OEM to be relatively flat year over year as our outlook assumes 
inv...",More Personal Computing
Actual results may differ based on current tariff uncertainties.,Windows,neutral,main,True,221,Actual results may differ based on current tariff uncertainties.,More Personal Computing
Devices revenue will decline.,Other,negative,main,True,222,Devices revenue will decline.,Other
"Search and news advertising ex-TAC revenue growth should be in the mid-teens from continued 
growth in both volume and revenue per search with share gains across Edge and Bing.",Gaming,positive,main,True,223,"Search and news advertising ex-TAC revenue growth should be in the mid-teens from continued 
growth ...",More Personal Computing
"Growth 
is expected to moderate from last quarter, primarily due to additional FX impact and as the 
third-party partnership usage noted earlier returns to more normal levels.",Gaming,neutral,main,True,224,"Growth 
is expected to moderate from last quarter, primarily due to additional FX impact and as the ...",More Personal Computing
"Search ex-TAC growth 
will be higher than overall search and news advertising revenue growth, which we expect to be 
in the mid- to high single digits.",Gaming,positive,main,True,225,"Search ex-TAC growth 
will be higher than overall search and news advertising revenue growth, which ...",More Personal Computing
"And in gaming, we expect revenue growth to be in the low single 
digits.",Gaming,positive,main,True,226,"And in gaming, we expect revenue growth to be in the low single 
digits.",More Personal Computing
"We expect Xbox content and services revenue growth to be in the low to mid-single digits driven 
by first-party content as well as Xbox Game Pass.",Gaming,positive,main,True,227,"We expect Xbox content and services revenue growth to be in the low to mid-single digits driven 
by ...",More Personal Computing
Hardware revenue will decline year over year.,Gaming,negative,main,True,228,Hardware revenue will decline year over year.,More Personal Computing
"Now, back to company guidance.",Gaming,neutral,main,True,229,"Now, back to company guidance.",More Personal Computing
"We expect COGS to grow between 19% and 20% in constant 
currency or to be between USD 21.65 billion to USD 21.85 billion and operating expense to 
grow between 5% and 6% in constant currency or to be between USD 16.4 billion and USD 
16.5 billion.",Gaming,neutral,main,True,230,"We expect COGS to grow between 19% and 20% in constant 
currency or to be between USD 21.65 billion ...",More Personal Computing
"Other income and expense is expected to be roughly negative $1 billion, primarily driven by 
investments accounted for under the equity method.",Gaming,neutral,main,True,231,"Other income and expense is expected to be roughly negative $1 billion, primarily driven by 
investm...",More Personal Computing
"As a reminder, we do not recognize 
mark-to-market gains or losses on equity method investments.",Gaming,neutral,main,True,232,"As a reminder, we do not recognize 
mark-to-market gains or losses on equity method investments.",More Personal Computing
"And lastly, we expect our Q3 
effective tax rate to be approximately 18%.",Gaming,neutral,main,True,233,"And lastly, we expect our Q3 
effective tax rate to be approximately 18%.",More Personal Computing
"Now, some additional thoughts on the rest of the 
fiscal year and beyond.",Gaming,neutral,main,True,234,"Now, some additional thoughts on the rest of the 
fiscal year and beyond.",More Personal Computing
"First, FX.",Gaming,neutral,main,True,235,"First, FX.",More Personal Computing
"With the strengthening of the U.S. dollar since October, we now expect FX to 
decrease Q4 revenue and COGS growth by more than one point and operating expense growth 
by roughly one point.",Gaming,negative,main,True,236,"With the strengthening of the U.S. dollar since October, we now expect FX to 
decrease Q4 revenue an...",More Personal Computing
"Next, capital expenditures.",Gaming,neutral,main,True,237,"Next, capital expenditures.",More Personal Computing
We expect quarterly spend in Q3 and Q4 to remain at similar levels as our Q2 spend.,Gaming,neutral,main,True,238,We expect quarterly spend in Q3 and Q4 to remain at similar levels as our Q2 spend.,More Personal Computing
"In FY '26, 
we expect to continue investing against strong demand signals, including customer contracted 
backlog we need to deliver against across the entirety of our Microsoft Cloud.",Gaming,positive,main,True,239,"In FY '26, 
we expect to continue investing against strong demand signals, including customer contra...",More Personal Computing
"However, the 
growth rate will be lower than FY '25 and the mix of spend will begin to shift back to short-lived 
assets, which are more correlated to revenue growth.",Gaming,neutral,main,True,240,"However, the 
growth rate will be lower than FY '25 and the mix of spend will begin to shift back to...",More Personal Computing
"As a reminder, our long-lived 
infrastructure investments are fungible, enabling us to remain agile as we meet customer 
demand globally across our Microsoft Cloud, including AI workloads.",Gaming,positive,main,True,241,"As a reminder, our long-lived 
infrastructure investments are fungible, enabling us to remain agile ...",More Personal Computing
"As always, there can be quarterly spend variability from cloud infrastructure build-outs and the 
timing of delivery of finance leases.",Gaming,neutral,main,True,242,"As always, there can be quarterly spend variability from cloud infrastructure build-outs and the 
ti...",More Personal Computing
"For the full fiscal year, we continue to expect double-digit 
revenue and operating income growth as we focus on delivering efficiencies across both COGS 
and operating expense.",Gaming,positive,main,True,243,"For the full fiscal year, we continue to expect double-digit 
revenue and operating income growth as...",More Personal Computing
"And given the operating leverage that we've delivered throughout the 
year, inclusive of efficiency gains as we scale our AI infrastructure and utilize our own AI 
solutions, we now expect FY '25 operating margins to be up slightly year over year.",Gaming,positive,main,True,244,"And given the operating leverage that we've delivered throughout the 
year, inclusive of efficiency ...",More Personal Computing
"And finally, 
our FY '25 full-year effective tax rate should be between 18% and 19%.",Gaming,neutral,main,True,245,"And finally, 
our FY '25 full-year effective tax rate should be between 18% and 19%.",More Personal Computing
"In closing, we are committed to delivering real-world AI solutions to help customers grow and 
improve their results.",Gaming,positive,main,True,246,"In closing, we are committed to delivering real-world AI solutions to help customers grow and 
impro...",More Personal Computing
"We are confident in our leadership position as we grow with our 
customers.",Gaming,positive,main,True,247,"We are confident in our leadership position as we grow with our 
customers.",More Personal Computing
"Before turning to Q&A, I have one special thank you.",Gaming,neutral,qa,True,248,"Before turning to Q&A, I have one special thank you.",More Personal Computing
"Brett Iversen is moving to a 
new role here as the Head of our Americas sales finance team.",Gaming,neutral,main,True,249,"Brett Iversen is moving to a 
new role here as the Head of our Americas sales finance team.",More Personal Computing
"On behalf of the company, thank you for your tremendous impact leading Investor Relations for 
the past four years and for the partnership with both Satya and me.",Gaming,positive,main,True,250,"On behalf of the company, thank you for your tremendous impact leading Investor Relations for 
the p...",More Personal Computing
"And I'd like to welcome 
Jonathan Neilson, the former head of finance for our security products, who is returning to 
Investor Relations to lead the team.",Gaming,neutral,main,True,251,"And I'd like to welcome 
Jonathan Neilson, the former head of finance for our security products, who...",More Personal Computing
"With that, let's go to Q&A, Brett.",Gaming,neutral,qa,True,252,"With that, let's go to Q&A, Brett.",More Personal Computing
"Brett Iversen -- Vice President, Investor Relations 
Thanks, Amy.",Gaming,neutral,main,True,253,"Brett Iversen -- Vice President, Investor Relations 
Thanks, Amy.",More Personal Computing
We'll now move over to Q&A.,Gaming,neutral,qa,True,254,We'll now move over to Q&A.,More Personal Computing
"Out of respect for others on the call, we request that 
participants please only ask one question.",Gaming,neutral,main,True,255,"Out of respect for others on the call, we request that 
participants please only ask one question.",More Personal Computing
"Operator, can you please repeat your instructions?",Gaming,neutral,main,True,256,"Operator, can you please repeat your instructions?",More Personal Computing
"Questions & Answers: 
 
Operator 
Thank you. [Operator instructions] And our first question comes from the line of Keith Weiss with 
Morgan Stanley.",Gaming,neutral,main,True,257,"Questions & Answers: 
 
Operator 
Thank you. [Operator instructions] And our first question comes fr...",More Personal Computing
Please proceed.,Gaming,neutral,main,True,258,Please proceed.,More Personal Computing
"Keith Weiss -- Analyst 
Excellent.",Gaming,positive,main,True,259,"Keith Weiss -- Analyst 
Excellent.",More Personal Computing
"Thank you, guys, for taking the question.",Gaming,neutral,main,True,260,"Thank you, guys, for taking the question.",More Personal Computing
"And echoing Amy's comments, Brett, 
congratulations on the new role.",Gaming,positive,main,True,261,"And echoing Amy's comments, Brett, 
congratulations on the new role.",More Personal Computing
"It's been a pleasure working with you, and best of luck in that 
new role.",Gaming,positive,main,True,262,"It's been a pleasure working with you, and best of luck in that 
new role.",More Personal Computing
"Looking at the quarter, another really solid quarter when it comes to commercial bookings.",Gaming,positive,main,True,263,"Looking at the quarter, another really solid quarter when it comes to commercial bookings.",More Personal Computing
"But 
again, we were a little bit disappointed on Azure coming in at the bottom end of the guidance 
range.",Server products and cloud services,negative,main,True,264,"But 
again, we were a little bit disappointed on Azure coming in at the bottom end of the guidance 
...",Intelligent Cloud
"Amy, I was hoping you could dig into perhaps what some of those execution issues were, 
what the resolution to those issues were.",Server products and cloud services,neutral,main,True,265,"Amy, I was hoping you could dig into perhaps what some of those execution issues were, 
what the res...",Intelligent Cloud
"And do we still feel comfortable in the acceleration into 
the back half of the year that you were talking about after the June quarter and after last 
quarter?",Server products and cloud services,neutral,main,True,266,"And do we still feel comfortable in the acceleration into 
the back half of the year that you were t...",Intelligent Cloud
Thank you very much.,Server products and cloud services,neutral,main,True,267,Thank you very much.,Intelligent Cloud
Amy E.,Server products and cloud services,neutral,main,True,268,Amy E.,Intelligent Cloud
"Hood -- Executive Vice President, Chief Financial Officer 
Thanks, Keith.",Office Commercial,neutral,main,True,269,"Hood -- Executive Vice President, Chief Financial Officer 
Thanks, Keith.",Productivity and Business Processes
"Let me spend a little time on that about what we saw in Q2 and give you some 
additional background on the near-term execution issues that we're talking about.",Office Commercial,neutral,main,True,270,"Let me spend a little time on that about what we saw in Q2 and give you some 
additional background ...",Productivity and Business Processes
"First, let me 
be very specific, they are in the non-AI ACR component.",Office Commercial,neutral,main,True,271,"First, let me 
be very specific, they are in the non-AI ACR component.",Productivity and Business Processes
"Our Azure AI results were better than 
we thought due to very good work by the operating teams pulling in some delivery dates even 
by weeks.",Server products and cloud services,positive,main,True,272,"Our Azure AI results were better than 
we thought due to very good work by the operating teams pulli...",Intelligent Cloud
"When you're capacity-constrained, weeks matter, and it was good execution by the team, and 
you see that in the revenue results.",Server products and cloud services,positive,main,True,273,"When you're capacity-constrained, weeks matter, and it was good execution by the team, and 
you see ...",Intelligent Cloud
"On the non-AI side, really, the challenges were in what we 
call the scale motions.",Server products and cloud services,negative,main,True,274,"On the non-AI side, really, the challenges were in what we 
call the scale motions.",Intelligent Cloud
"So, think about primarily, these are customers we reach through partners 
and through more indirect methods of selling.",Server products and cloud services,neutral,main,True,275,"So, think about primarily, these are customers we reach through partners 
and through more indirect ...",Intelligent Cloud
"And really, the art form there is as these 
customers, which we reach in this way, are trying to balance how do you do an AI workload with 
continuing some of the work they've done on migrations and other fundamentals, we then took 
our sales motions in the summer and really changed to try to balance those two.",Server products and cloud services,neutral,main,True,276,"And really, the art form there is as these 
customers, which we reach in this way, are trying to bal...",Intelligent Cloud
